,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,526722560852242435,526722560852242435,1414415419000,2014-10-27,16:40:19,430,2778040873,hibourse,hibourse,,"بیشترین کاهش قیمت
#خچرخش (8.86)
#زمگسا (7.9)
#قزوين (4.23)
#كساپا (3.94)
#شكلر (3.7)
#ساراب (3.69)
#فلوله (3.4)
***
#TSE
#هایبورس
#بورس",[],[],[],0,0,0,"['#خچرخش', '#زمگسا', '#قزوين', '#كساپا', '#شكلر', '#ساراب', '#فلوله', '#tse', '#هایبورس', '#بورس']",[],https://twitter.com/hibourse/status/526722560852242435,False,,0,,,,,,,"[{'user_id': '2778040873', 'username': 'hibourse'}]",,,,,0.8211196660995483
1,1,1,1,1,1,1,700915246534414336,700915246534414336,1455946191000,2016-02-20,08:59:51,430,2463165061,bourseiness,بورسینس,,توقف نمادهاي معاملاتي #شاراك ،#سفار ،#چكاوه ،#سصوفي ،#كساپا ، #خكاوه  http://goo.gl/fb/wjeJx0  #اخبار,[],['http://goo.gl/fb/wjeJx0'],[],0,0,0,"['#شاراك', '#سفار', '#چكاوه', '#سصوفي', '#كساپا', '#خكاوه', '#اخبار']",[],https://twitter.com/bourseiness/status/700915246534414336,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.997219443321228
2,2,2,2,2,2,2,706360503027802112,706360503027802112,1457244442000,2016-03-06,09:37:22,430,2463165061,bourseiness,بورسینس,,#کساپا توضیحات شرکت در خصوص پیش بینی سال ۹۵  http://goo.gl/fb/1boEkL  #اقتصاد,[],['http://goo.gl/fb/1boEkL'],[],0,0,0,"['#کساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706360503027802112,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.12196289747953415
3,3,3,3,3,3,3,706381937301196800,706381937301196800,1457249552000,2016-03-06,11:02:32,430,2463165061,bourseiness,بورسینس,,بازگشايي نمادهاي معاملاتي #كساپا،#كگاز،#تمحركه،#غشصفا،#فاسمين،#پتاير،#خپارس  http://goo.gl/fb/Ve32jA  #اقتصاد,[],['http://goo.gl/fb/Ve32jA'],[],0,0,0,"['#كساپا', '#كگاز', '#تمحركه', '#غشصفا', '#فاسمين', '#پتاير', '#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706381937301196800,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9894742369651794
4,4,4,4,4,4,4,714686759234363392,714686759234363392,1459229576000,2016-03-29,10:02:56,430,2463165061,bourseiness,بورسینس,,#کساپا 10 فروردین  http://goo.gl/fb/FKqqNA  #اقتصاد,[],['http://goo.gl/fb/FKqqNA'],[],0,0,0,"['#کساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/714686759234363392,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9885330200195312
5,5,5,5,5,5,5,732062438611406848,732062438611406848,1463372261000,2016-05-16,08:47:41,430,2463165061,bourseiness,بورسینس,,نمادهای #چکاپا، #تپمپی، #حتاید، #غبشهر، #ذوب، #کساپا، #ودی در مزحله پیش گشایش صف…  http://goo.gl/fb/pG3kZ8  #اقتصاد,[],['http://goo.gl/fb/pG3kZ8'],[],0,0,0,"['#چکاپا', '#تپمپی', '#حتاید', '#غبشهر', '#ذوب', '#کساپا', '#ودی', '#اقتصاد']",[],https://twitter.com/bourseiness/status/732062438611406848,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.989222526550293
6,6,6,6,6,6,6,732817158024142848,732817158024142848,1463552200000,2016-05-18,10:46:40,430,2463165061,bourseiness,بورسینس,,#کساپا جهت تعدیل سود متوقف شد  http://goo.gl/fb/pteosL  #اقتصاد,[],['http://goo.gl/fb/pteosL'],[],0,0,0,"['#کساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/732817158024142848,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9239635467529296
7,7,7,7,7,7,7,739355581442576384,739355581442576384,1465111081000,2016-06-05,11:48:01,430,2463165061,bourseiness,بورسینس,,صدور مجوز افزایش سرمایه ۲۲۸% #کساپا از محل مطالبات و آورده نقدی قیمت جهانی…  http://goo.gl/fb/954dyu  #اقتصاد,[],['http://goo.gl/fb/954dyu'],[],0,0,0,"['#کساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/739355581442576384,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8519867062568665
8,8,8,8,8,8,8,1001723860587180032,1001723860587180032,1527664554000,2018-05-30,11:45:54,430,986116312920453120,abandidgah,دیدگاه آبان,,"#کسرا، #کاذر، #کساپا و #کخاک نمادهای منفی، #کپشیر نماد صف فروش و مابقی نمادهای گروه کانی های غیر فلزی اکثرا متعادل و مثبت دنبال می شوند. 
#بورس",[],[],[],0,0,0,"['#کسرا', '#کاذر', '#کساپا', '#کخاک', '#کپشیر', '#بورس']",[],https://twitter.com/abandidgah/status/1001723860587180032,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9976237416267396
9,9,9,9,9,9,9,1011509541383487488,1011509541383487488,1529997642000,2018-06-26,11:50:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"به جز نمادهای #کساپا و #کخاک که مثبت می باشند، سایر نمادهای گروه کانی های غیر فلزی منفی دنبال می شوند.
#بورس",[],[],[],0,0,0,"['#کساپا', '#کخاک', '#بورس']",[],https://twitter.com/abandidgah/status/1011509541383487488,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9815576672554016
10,10,10,10,10,10,10,1038674120316084224,1038674120316084224,1536474182000,2018-09-09,10:53:02,430,986116312920453120,abandidgah,دیدگاه آبان,,"#کساپا
شرکت در 5 ماهه اول سال جاری حدود 20 میلیارد تومان فروش داشته که نسبت به دوره مشابه سال گذشته 21 درصد افزایش داشته است.
#بورس",[],[],[],0,0,0,"['#کساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1038674120316084224,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5791953206062317
11,11,11,11,11,11,11,1041568609389039616,1041568609389039616,1537164282000,2018-09-17,10:34:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه محصولات کانی غیرفلزی اکثر نمادها با صف خرید همراه هستند. #کسرا صف خرید پرحجمی دارد و #کساپا پس از بازگشایی با رشد 10 درصدی روبروست.
#بورس",[],[],[],0,0,1,"['#کسرا', '#کساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1041568609389039616,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6441797614097595
12,12,12,12,12,12,12,1045951547740315648,1045951547740315648,1538209256000,2018-09-29,11:50:56,430,986116312920453120,abandidgah,دیدگاه آبان,,"#کساپا
شرکت سایپا شیشه در شش ماهه نخست سال مالی جاری حدود 231 میلیارد ریال فروش داشته است که نسبت به 210 میلیارد ریال فروش مدت مشابه سال مالی قبل با رشد 10 درصدی همراه بوده است.
#بورس",[],[],[],0,0,1,"['#کساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1045951547740315648,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2439527809619904
13,13,13,13,13,13,13,1062880531690381312,1062880531690381312,1542245440000,2018-11-15,05:00:40,430,974356729856053248,farandwidecom,Far & Wide,,How many of these have you ever been to?,[],[],[],10,11,66,[],[],https://twitter.com/FarandWidecom/status/1062880531690381312,False,,0,,,,,,,"[{'user_id': '974356729856053248', 'username': 'FarandWidecom'}]",,,,,0.7914940118789673
14,14,14,14,14,14,14,1067503008752185345,1067503008752185345,1543347525000,2018-11-27,23:08:45,430,974356729856053248,farandwidecom,Far & Wide,,How many of these have you ever been to?,[],[],[],24,37,180,[],[],https://twitter.com/FarandWidecom/status/1067503008752185345,False,,0,,,,,,,"[{'user_id': '974356729856053248', 'username': 'FarandWidecom'}]",,,,,0.7914940118789673
15,15,15,15,15,15,15,1071637121365028864,1071637121365028864,1544333174000,2018-12-09,08:56:14,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف های فروش
#کسرام1.5 میلیون سهم
#کساپا 1.5 میلیون سهم
#سدشت 905 هزار سهم
#بورس",[],[],[],0,0,0,"['#کسرام1', '#کساپا', '#سدشت', '#بورس']",[],https://twitter.com/abandidgah/status/1071637121365028864,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5271853804588318
16,16,16,16,16,16,16,1085430341249179648,1085430341249179648,1547621734000,2019-01-16,10:25:34,430,971264702612430850,boursenews_ir,بورس نیوز,,"ذره بین آبسیم روی شیشه های سایپا رفت؛
کهنه پرستی زیرمجمومه #سایپا / گرد فرسودگی بر دامن «#کساپا»
 http://www.boursenews.ir/fa/news/186718  pic.twitter.com/9AMjrXNtti",[],['http://www.boursenews.ir/fa/news/186718'],['https://pbs.twimg.com/media/DxA5ETdVsAIvXEl.jpg'],0,0,0,"['#سایپا', '#کساپا']",[],https://twitter.com/boursenews_ir/status/1085430341249179648,False,,0,,,,,,,"[{'user_id': '971264702612430850', 'username': 'boursenews_ir'}]",,,,,0.8492438197135925
17,17,17,17,17,17,17,1127434442341879809,1127434442341879809,1557636292000,2019-05-12,09:14:52,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف های خرید
#کساپا 67.6 میلیون سهم
#فرابورس 14.3 میلیون سهم
#ثاباد 11.1 میلیون سهم
#ونوین 7.1 میلیون سهم
#کپارس 2.1 میلیون سهم
#بورس",[],[],[],0,0,0,"['#کساپا', '#فرابورس', '#ثاباد', '#ونوین', '#کپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1127434442341879809,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5710944533348083
18,18,18,18,18,18,18,1127456051937402880,1127456051937402880,1557641444000,2019-05-12,10:40:44,430,1103550784984281088,khodabakhsh71,M.A.KHODABAKHSH,,"نماد معاملاتی شرکت سایپا شیشه #کساپا هم اکنون بیشترین میزان تقاضا در میان نمادهای بورسی را داراست. این نماد که در قیمت 271 تومان معامله می‌شود تاکنون معاملاتی به ارزش 99 میلیارد تومان داشته و در حال حاضر صف 45 میلیون سهمی دارد.
#بورس",[],[],[],0,0,2,"['#کساپا', '#بورس']",[],https://twitter.com/khodabakhsh71/status/1127456051937402880,False,,0,,,,,,,"[{'user_id': '1103550784984281088', 'username': 'khodabakhsh71'}]",,,,,0.2021733969449997
19,19,19,19,19,19,19,1127471964082331648,1127471964082331648,1557645238000,2019-05-12,11:43:58,430,2198970288,eghtesadonline,اقتصاد آنلاين,,🔴نماد معاملاتی شرکت سایپا شیشه #کساپا هم اکنون بیشترین میزان تقاضا در میان نمادهای بورسی را داراست. این نماد که در قیمت 271 تومان معامله می‌شود تاکنون معاملاتی به ارزش 99 میلیارد تومان داشته و در حال حاضر صف 45 میلیون سهمی دارد.  pic.twitter.com/KLgYuf2PBN,[],[],['https://pbs.twimg.com/media/D6WVw4eWAAAOBkq.jpg'],0,0,4,['#کساپا'],[],https://twitter.com/eghtesadonline/status/1127471964082331648,False,,0,,,,,,,"[{'user_id': '2198970288', 'username': 'eghtesadonline'}]",,,,,0.17663180828094482
