,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
635,635,635,635,635,635,635,635,1120206747468042247,1120206747468042247,1555913075000,2019-04-22,10:34:35,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#وغدیر 133 واحد مثبت
#شپدیس 121 واحد مثبت
#وتجارت 99 واحد منفی
#شبندر 95 واحد مثبت
#شتران 94 واحد مثبت
#کگل 92 واحد منفی
#شپنا 80 واحد مثبت
#بورس",[],[],[],0,0,1,"['#شاخص', '#وغدیر', '#شپدیس', '#وتجارت', '#شبندر', '#شتران', '#کگل', '#شپنا', '#بورس']",[],https://twitter.com/abandidgah/status/1120206747468042247,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9200294613838196
636,636,636,636,636,636,636,636,1120206810579759104,1120206810579759104,1555913090000,2019-04-22,10:34:50,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 990.6 میلیون سهم
#خپارس 536.7 میلیون سهم
#خساپا 163.9 میلیون سهم
#خودرو 156 میلیون سهم
#وپارس 109.5 میلیون سهم
#بورس",[],[],[],0,0,1,"['#وتجارت', '#خپارس', '#خساپا', '#خودرو', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1120206810579759104,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4243339896202088
637,637,637,637,637,637,637,637,1120216163558969345,1120216163558969345,1555915320000,2019-04-22,11:12:00,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#فارس 131 واحد مثبت
#وغدیر 127 واحد مثبت
#شپدیس 121 واحد مثبت
#وتجارت 111 واحد منفی
#کگل 106 واحد منفی
#حکشتی 97 واحد مثبت
#شتران 90 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#فارس', '#وغدیر', '#شپدیس', '#وتجارت', '#کگل', '#حکشتی', '#شتران', '#بورس']",[],https://twitter.com/abandidgah/status/1120216163558969345,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9404336810112
638,638,638,638,638,638,638,638,1120216233515728896,1120216233515728896,1555915337000,2019-04-22,11:12:17,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 1.5 میلیارد سهم
#خپارس 640.2 میلیون سهم
#خودرو 203.8 میلیون سهم
#خساپا 202.1 میلیون سهم
#وپارس 127.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خپارس', '#خودرو', '#خساپا', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1120216233515728896,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.20740556716918945
639,639,639,639,639,639,639,639,1120238068118609920,1120238068118609920,1555920543000,2019-04-22,12:39:03,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف فروش سنگین نماد #وتجارت کار را برای دیگر نمادهای گروه و تا حدود زیادی کلیت بازار سخت کرده است. نماد #وپاسار در گروه بانکی به کف مجاز رسیده و #وپست، #وکار، #وسینا، #وبملت افت بیش از سه درصدی دارند.
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وپاسار', '#وپست', '#وکار', '#وسینا', '#وبملت', '#بورس']",[],https://twitter.com/abandidgah/status/1120238068118609920,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.39080095291137695
640,640,640,640,640,640,640,640,1120273970874347520,1120273970874347520,1555929102000,2019-04-22,15:01:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"در پایان معاملات روز جاری شاخص کل با بیشترین تاثیر از افت نمادهای #کگل، #ومعادن، #کچاد، #رمپنا، #وتجارت، با افت حدود 43 واحدی روبرو شد.
#بورس",[],[],[],0,0,0,"['#کگل', '#ومعادن', '#کچاد', '#رمپنا', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/1120273970874347520,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9358164072036744
641,641,641,641,641,641,641,641,1120274221848883200,1120274221848883200,1555929162000,2019-04-22,15:02:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#کگل 177 واحد منفی
#ومعادن 152 واحد منفی
#کچاد 129 واحد منفی
#شپدیس 121 واحد مثبت
#وتجارت 111 واحد منفی
#وغدیر 110 واحد مثبت
#رمپنا 109 واحد منفی
#بورس",[],[],[],0,0,1,"['#شاخص', '#کگل', '#ومعادن', '#کچاد', '#شپدیس', '#وتجارت', '#وغدیر', '#رمپنا', '#بورس']",[],https://twitter.com/abandidgah/status/1120274221848883200,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.8908112049102783
642,642,642,642,642,642,642,642,1120274444302209024,1120274444302209024,1555929215000,2019-04-22,15:03:35,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 1.6 میلیارد سهم
#خپارس 789.6 میلیون سهم
#خساپا 257.3 میلیون سهم
#خودرو 233 میلیون سهم
#حکشتی 185 میلیون سهم
#بورس",[],[],[],0,0,1,"['#وتجارت', '#خپارس', '#خساپا', '#خودرو', '#حکشتی', '#بورس']",[],https://twitter.com/abandidgah/status/1120274444302209024,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1684493124485016
643,643,643,643,643,643,643,643,1120593526058704896,1120593526058704896,1556005290000,2019-04-23,12:11:30,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك معاملات منفی آغاز شده و شاهد افت قیمت در نمادهای #وبملت، #وتجارت، #وسینا، #وکار و #وخاور هستیم. دو نماد #وپارس و #ونوین از نمادهای مورد توجه بازارند.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#وسینا', '#وکار', '#وخاور', '#وپارس', '#ونوین', '#بورس']",[],https://twitter.com/abandidgah/status/1120593526058704896,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.8903258442878723
644,644,644,644,644,644,644,644,1120641269779197953,1120641269779197953,1556016673000,2019-04-23,15:21:13,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 772.2 میلیون سهم
#وبصادر 333.2 میلیون سهم
#خپارس 252 میلیون سهم
#ذوب 132.6 میلیون سهم
#وپارس 120.8 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبصادر', '#خپارس', '#ذوب', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1120641269779197953,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2970491647720337
645,645,645,645,645,645,645,645,1120700981870759936,1120700981870759936,1556030910000,2019-04-23,19:18:30,430,1103550784984281088,khodabakhsh71,M.A.KHODABAKHSH,,"#وبصادر هم امروز اومد و ۴۳ و تومن و شش ریال قیمت خورد
تقریبا ۱۱.۵ درصد
با توجه به تجربه #وتجارت اینایی رو که امروز خریدن اصلا درک نمی‌کنم
#بورس",[],[],[],0,0,6,"['#وبصادر', '#وتجارت', '#بورس']",[],https://twitter.com/khodabakhsh71/status/1120700981870759936,False,,0,,,,,,,"[{'user_id': '1103550784984281088', 'username': 'khodabakhsh71'}]",,,,,0.8177628517150879
646,646,646,646,646,646,646,646,1120912542736326657,1120912542736326657,1556081350000,2019-04-24,09:19:10,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك معاملات مثبت آغاز شده است. رشد قیمت در نماد #وبصادر پس از بازگشایی موجب شده تا نماد #وتجارت که پس از بازگشایی اخیر فشار فروش داشته است نیز با رشد بیش از دو درصدی همراه شود. #وبملت نیز رشد داشته و همچنان بالاتر از سطح 3000 ریالی داد و ستد می شود.
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#وبملت', '#بورس']",[],https://twitter.com/abandidgah/status/1120912542736326657,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5916086435317993
647,647,647,647,647,647,647,647,1120914982609178624,1120914982609178624,1556081932000,2019-04-24,09:28:52,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف خرید بیش از 500 میلیونی نماد #وبصادر معاملات مثبت گروه و رشد بیش از 4 درصدی #وتجارت و #وپارس را به دنبال داشته است.
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1120914982609178624,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.8930781483650208
648,648,648,648,648,648,648,648,1120926873733582854,1120926873733582854,1556084767000,2019-04-24,10:16:07,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#کگل 160 واحد مثبت
#وبصادر 96 واحد مثبت
#وتجارت 87 واحد مثبت
#فولاد 84 واحد مثبت
#پارسان 67 واحد منفی
#بفجر 67 واحد مثبت
#وبملت 65 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#کگل', '#وبصادر', '#وتجارت', '#فولاد', '#پارسان', '#بفجر', '#وبملت', '#بورس']",[],https://twitter.com/abandidgah/status/1120926873733582854,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7317471504211426
649,649,649,649,649,649,649,649,1120927326257082368,1120927326257082368,1556084875000,2019-04-24,10:17:55,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 483.9 میلیون سهم
#وتجارت 471.6 میلیون سهم
#خپارس 55 میلیون سهم
#وپارس 51.4 میلیون سهم
#ذوب 46.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#خپارس', '#وپارس', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/1120927326257082368,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.23341290652751925
650,650,650,650,650,650,650,650,1120941917166981120,1120941917166981120,1556088353000,2019-04-24,11:15:53,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#کگل 152 واحد مثبت
#وبصادر 96 واحد مثبت
#وتجارت 93 واحد مثبت
#فولاد 71 واحد مثبت
#بفجر 70 واحد مثبت
#پارسان 65 واحد منفی
#جم 62 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#کگل', '#وبصادر', '#وتجارت', '#فولاد', '#بفجر', '#پارسان', '#جم', '#بورس']",[],https://twitter.com/abandidgah/status/1120941917166981120,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.8222032785415649
651,651,651,651,651,651,651,651,1120942045479096321,1120942045479096321,1556088384000,2019-04-24,11:16:24,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 712.3 میلیون سهم
#وتجارت 554.1 میلیون سهم
#خپارس 90.4 میلیون سهم
#ذوب 78.8 میلیون سهم
#وپارس 60.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#خپارس', '#ذوب', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1120942045479096321,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.17768652737140656
652,652,652,652,652,652,652,652,1120962910115680256,1120962910115680256,1556093358000,2019-04-24,12:39:18,430,986116312920453120,abandidgah,دیدگاه آبان,,در پایان معاملات روز جاری شاخص کل با بیشترین تاثیر از رشد نمادهای #کگل، #وبصادر، #وتجارت و#بفجر با رشد حدود 919 واحدی روبرو شد. بهبود معاملات نمادهای بزرگ که با ادامه رشد نفت و البته معاملات مثبت نماد #وبصادر صورت گرفت، رشد شاخص کل پس از اصلاح روز گذشته را در پی داشت.,[],[],[],0,0,0,"['#کگل', '#وبصادر', '#وتجارت', '#وبصادر']",[],https://twitter.com/abandidgah/status/1120962910115680256,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6573179960250854
653,653,653,653,653,653,653,653,1122012621903781888,1122012621903781888,1556343629000,2019-04-27,10:10:29,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبصادر معاملات در سقف مجاز داد و ستد پیگیری می شود و #وتجارت نیز رشد بیش از دو درصدی را تجربه مینماید. #نوین امروز نیز صف خرید دارد و #وبملت و #وپاسار با افت نسبی داد و ستد می شوند. نماد ارزنده #وخاور نیز با رشدی آرام از سطح 3500 ریالی عبور کرده است. 
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#نوین', '#وبملت', '#وپاسار', '#وخاور', '#بورس']",[],https://twitter.com/abandidgah/status/1122012621903781888,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6690287590026855
654,654,654,654,654,654,654,654,1122066152467730433,1122066152467730433,1556356392000,2019-04-27,13:43:12,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 991 میلیون سهم
#وتجارت 792.3 میلیون سهم
#خپارس 196.2 میلیون سهم
#ذوب 158.7 میلیون سهم
#خزامیا 144.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وتجارت', '#خپارس', '#ذوب', '#خزامیا', '#بورس']",[],https://twitter.com/abandidgah/status/1122066152467730433,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.20382604002952576
655,655,655,655,655,655,655,655,1122363414804750338,1122363414804750338,1556427265000,2019-04-28,09:24:25,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبملت امروز بارشد بیش از سه % آغاز کرده و در نماد دیگر گروه #وتجارت اوضاع متفاوت است و افت حدود سه درصدی را شاهدیم. #وبصادر در سطح 460 ریالی داد و ستد می شود و #وپارس فشار فروش دارد. #ونوین امروز در سقف مجاز تقاضا دارد و #وخاور در سطح 3600 ریالی تثبیت شد.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#وبصادر', '#وپارس', '#ونوین', '#وخاور', '#بورس']",[],https://twitter.com/abandidgah/status/1122363414804750338,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.06629829853773117
656,656,656,656,656,656,656,656,1122373882999005184,1122373882999005184,1556429761000,2019-04-28,10:06:01,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 274 میلیون سهم
#وبصادر 234.7 میلیون سهم
#وبملت 140.9 میلیون سهم
#وپارس 83.8 میلیون سهم
#ذوب 71.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبصادر', '#وبملت', '#وپارس', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/1122373882999005184,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2732695937156677
657,657,657,657,657,657,657,657,1122453989432238081,1122453989432238081,1556448859000,2019-04-28,15:24:19,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 824.7 میلیون سهم
#وبصادر 481.1 میلیون سهم
#وبملت 198.3 میلیون سهم
#ذوب 191.7 میلیون سهم
#خپارس 168.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبصادر', '#وبملت', '#ذوب', '#خپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1122453989432238081,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4073944687843323
658,658,658,658,658,658,658,658,1123090637111218176,1123090637111218176,1556600648000,2019-04-30,09:34:08,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبملت امروز پایین تر از سطح 4400 ریالی در نوسان است و #وتجارت و #پارس برخلاف معاملات روز گذشته مثبت داد و ستد می شوند. #ونوین، #وپارس و #وسینا از نمادهای مورد توجه بازارند و در سقف مجاز تقاضا دارند.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#پارس', '#ونوین', '#وپارس', '#وسینا', '#بورس']",[],https://twitter.com/abandidgah/status/1123090637111218176,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7633660435676575
659,659,659,659,659,659,659,659,1123108192118927361,1123108192118927361,1556604833000,2019-04-30,10:43:53,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 241.1 میلیون سهم
#خساپا 180.1 میلیون سهم
#ذوب 104.7 میلیون سهم
#خزامیا 92.4 میلیون سهم
#ولساپا 88.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#ذوب', '#خزامیا', '#ولساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1123108192118927361,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1330527514219284
660,660,660,660,660,660,660,660,1123117294404505600,1123117294404505600,1556607004000,2019-04-30,11:20:04,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 426.9 میلیون سهم
#خساپا 224.2 میلیون سهم
#ذوب 163.2 میلیون سهم
#خزامیا 161.2 میلیون سهم
#وبصادر 157.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#ذوب', '#خزامیا', '#وبصادر', '#بورس']",[],https://twitter.com/abandidgah/status/1123117294404505600,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.14801715314388275
661,661,661,661,661,661,661,661,1123455094916251648,1123455094916251648,1556687542000,2019-05-01,09:42:22,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبملت،#وتجارت، #وپارس، #وبصادر، #وپاسار، #وکار و #وخاور متعادلند و #ونوین و #وسینا با رشد قیمتی همراهند.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#وپارس', '#وبصادر', '#وپاسار', '#وکار', '#وخاور', '#ونوین', '#وسینا', '#بورس']",[],https://twitter.com/abandidgah/status/1123455094916251648,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9990791082382202
662,662,662,662,662,662,662,662,1123468651179532288,1123468651179532288,1556690774000,2019-05-01,10:36:14,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 173.3 میلیون سهم
#خساپا 129.3 میلیون سهم
#وبصادر 94.4 میلیون سهم
#ذوب 57.4 میلیون سهم
#حریل 51.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#وبصادر', '#ذوب', '#حریل', '#بورس']",[],https://twitter.com/abandidgah/status/1123468651179532288,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2804310023784637
663,663,663,663,663,663,663,663,1123487052522250241,1123487052522250241,1556695161000,2019-05-01,11:49:21,430,277044855,saeedsarshar,سعید سرشار,,"بانک #تجارت مشمول  ماده 141 قانون تجارت شده!
#وتجارت
#ورشکستگی pic.twitter.com/sH6IAieyWr",[],[],['https://pbs.twimg.com/media/D5dtfkkX4AAHiWj.jpg'],0,1,3,"['#تجارت', '#وتجارت', '#ورشکستگی']",[],https://twitter.com/SaeedSarshar/status/1123487052522250241,False,,0,,,,,,,"[{'user_id': '277044855', 'username': 'SaeedSarshar'}]",,,,,0.9355939030647278
664,664,664,664,664,664,664,664,1124641232221720576,1124641232221720576,1556970339000,2019-05-04,16:15:39,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 1.6 میلیارد سهم
#وبصادر 815.5 میلیون سهم
#ذوب 452.1 میلیون سهم
#وپاسار 318.4 میلیون سهم
#خساپا 204.2 میلیون سهم
#بورس",[],[],[],0,0,1,"['#وتجارت', '#وبصادر', '#ذوب', '#وپاسار', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1124641232221720576,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.20259161293506625
665,665,665,665,665,665,665,665,1124906367972564994,1124906367972564994,1557033552000,2019-05-05,09:49:12,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبملت،#وتجارت، #وپارس، #وبصادر، #وپاسار و #وپست، #وخاوربا رشد بیش از 4 درصدی آغاز به کار کرده اند.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#وپارس', '#وبصادر', '#وپاسار', '#وپست', '#وخاوربا', '#بورس']",[],https://twitter.com/abandidgah/status/1124906367972564994,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9919920563697816
666,666,666,666,666,666,666,666,1124916917418876928,1124916917418876928,1557036067000,2019-05-05,10:31:07,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#فولاد 266 واحد مثبت
#وبملت 225 واحد مثبت
#اخابر 182 واحد مثبت
#فملی 170 واحد مثبت
#وتجارت 110 واحد مثبت
#فارس 106 واحد مثبت
#وبصادر 100 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#فولاد', '#وبملت', '#اخابر', '#فملی', '#وتجارت', '#فارس', '#وبصادر', '#بورس']",[],https://twitter.com/abandidgah/status/1124916917418876928,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7146573066711426
667,667,667,667,667,667,667,667,1124916982380240896,1124916982380240896,1557036083000,2019-05-05,10:31:23,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 850.1 میلیون سهم
#ذوب 314.9 میلیون سهم
#وبصادر 280.2 میلیون سهم
#وپاسار 161.2 میلیون سهم
#وبملت 132.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ذوب', '#وبصادر', '#وپاسار', '#وبملت', '#بورس']",[],https://twitter.com/abandidgah/status/1124916982380240896,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.22441928088665009
668,668,668,668,668,668,668,668,1124942959453978624,1124942959453978624,1557042276000,2019-05-05,12:14:36,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 1.2 میلیارد سهم
#خساپا 560.6 میلیون سهم
#ذوب 497.3 میلیون سهم
#وبصادر 364.5 میلیون سهم
#وپاسار 291.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#ذوب', '#وبصادر', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1124942959453978624,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1380644291639328
669,669,669,669,669,669,669,669,1124956948397346816,1124956948397346816,1557045611000,2019-05-05,13:10:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 1.5 میلیارد سهم
#خساپا 896.5 میلیون سهم
#ذوب 617.4 میلیون سهم
#وبصادر 452.7 میلیون سهم
#وپاسار 360.3 میلیون سهم
#بورس",[],[],[],0,0,2,"['#وتجارت', '#خساپا', '#ذوب', '#وبصادر', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1124956948397346816,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.19311760365962985
670,670,670,670,670,670,670,670,1125272326428172288,1125272326428172288,1557120803000,2019-05-06,10:03:23,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 554.4 میلیون سهم
#خساپا 391.2 میلیون سهم
#وتجارت 300.3 میلیون سهم
#خپارس 118.2 میلیون سهم
#وبصادر 83.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#خساپا', '#وتجارت', '#خپارس', '#وبصادر', '#بورس']",[],https://twitter.com/abandidgah/status/1125272326428172288,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4156533479690552
671,671,671,671,671,671,671,671,1125288758281039872,1125288758281039872,1557124721000,2019-05-06,11:08:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 763.3 میلیون سهم
#خساپا 657.7 میلیون سهم
#وتجارت 479.4 میلیون سهم
#وبصادر 188.5 میلیون سهم
#وپاسار 137.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#خساپا', '#وتجارت', '#وبصادر', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1125288758281039872,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.19630441069602966
672,672,672,672,672,672,672,672,1125332392946757632,1125332392946757632,1557135124000,2019-05-06,14:02:04,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 1 میلیارد سهم
#خساپا 864.1 میلیون سهم
#وتجارت 792.2 میلیون سهم
#وبصادر 327.1 میلیون سهم
#خپارس 240.5 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#خساپا', '#وتجارت', '#وبصادر', '#خپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1125332392946757632,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1978529691696167
673,673,673,673,673,673,673,673,1125656357669969920,1125656357669969920,1557212364000,2019-05-07,11:29:24,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 582.7 میلیون سهم
#ذوب 254.1 میلیون سهم
#وبصادر 212.2 میلیون سهم
#وبملت 102.5 میلیون سهم
#خساپا 85.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ذوب', '#وبصادر', '#وبملت', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1125656357669969920,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.20885434746742249
674,674,674,674,674,674,674,674,1125657211617722368,1125657211617722368,1557212567000,2019-05-07,11:32:47,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 843.8 میلیون سهم
#وبصادر 335.1 میلیون سهم
#ذوب 283.1 میلیون سهم
#وبملت 117.3 میلیون سهم
#خساپا 90.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبصادر', '#ذوب', '#وبملت', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1125657211617722368,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2667928934097289
