,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,988283414188056576,988283414188056576,1524460102000,2018-04-23,09:38:22,430,986116312920453120,abandidgah,دیدگاه آبان,,"#چدن
توليدي چدن سازان در فروردین ماه امسال موفق شده مبلغ فروش خود را با افزایش 253 درصدی نسبت به فروردین ماه سال گذشته به 46 میلیارد ریال برساند. 
#بورس",[],[],[],0,0,0,"['#چدن', '#بورس']",[],https://twitter.com/abandidgah/status/988283414188056576,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9797059893608092
1,1,1,1,1,1,1,988689197706948608,988689197706948608,1524556848000,2018-04-24,12:30:48,430,986116312920453120,abandidgah,دیدگاه آبان,,"گروه ساخت محصولات #فلزی با صف فروش نمادهای #فجام، #فاما و #فسلیر، معاملات مثبت نمادهای #چدن و #فاراک و ادامه توقف طولانی مدت نماد #فاذر دنبال می شوند.
#بورس",[],[],[],0,0,0,"['#فلزی', '#فجام', '#فاما', '#فسلیر', '#چدن', '#فاراک', '#فاذر', '#بورس']",[],https://twitter.com/abandidgah/status/988689197706948608,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9828522801399232
2,2,2,2,2,2,2,996651914556157952,996651914556157952,1526455307000,2018-05-16,11:51:47,430,986116312920453120,abandidgah,دیدگاه آبان,,"نماد #چدن با خبر امضای قرارداد با یک مشتری خارجی و رفع گلوگاه تولید که باعث افزایش ظرفیت تولید شرکت می شود، با افزایش تقاضا و صف خرید سنگین رو به رو می باشد.
#بورس",[],[],[],0,0,1,"['#چدن', '#بورس']",[],https://twitter.com/abandidgah/status/996651914556157952,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3218909800052643
3,3,3,3,3,3,3,997697231762243590,997697231762243590,1526704531000,2018-05-19,09:05:31,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف های خرید
#چدن 9.6 میلیون سهم
#وتوسح 2.4 میلیون سهم
#کلوند 2.4 میلیون سهم
#ثنوسا 2.2 میلیون سهم
#فسپا 1.1 میلیون سهم
#بورس",[],[],[],0,0,0,"['#چدن', '#وتوسح', '#کلوند', '#ثنوسا', '#فسپا', '#بورس']",[],https://twitter.com/abandidgah/status/997697231762243590,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4825158715248108
4,4,4,4,4,4,4,1006400557928480768,1006400557928480768,1528779565000,2018-06-12,09:29:25,430,986116312920453120,abandidgah,دیدگاه آبان,,"گروه ساخت محصولات فلزی، با ادامه معاملات پرحجم، مثبت و صف خرید نماد #فاراک، افزایش تقاضا و معاملات مثبت نماد #چدن، ادامه توقف طولانی مدت و کمر شکن نماد #فاذر و معاملات منفی #فاما را مشاهده می کنیم.
#بورس",[],[],[],0,0,0,"['#فاراک', '#چدن', '#فاذر', '#فاما', '#بورس']",[],https://twitter.com/abandidgah/status/1006400557928480768,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9959012866020204
5,5,5,5,5,5,5,1008241230323412994,1008241230323412994,1529218416000,2018-06-17,11:23:36,430,986116312920453120,abandidgah,دیدگاه آبان,,"در ادامه غیبت طولانی مدت نماد #فاذر و در گروه پرحاشیه ساخت محصولات فلزی، نمادهای #فاراک، #فلامی و #چدن صف خرید و نمادهای #فجام و #فبیرا صف فروش را تجربه می کنند.
#بورس",[],[],[],0,0,0,"['#فاذر', '#فاراک', '#فلامی', '#چدن', '#فجام', '#فبیرا', '#بورس']",[],https://twitter.com/abandidgah/status/1008241230323412994,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9384657144546508
6,6,6,6,6,6,6,1009302120942583808,1009302120942583808,1529471352000,2018-06-20,09:39:12,430,986116312920453120,abandidgah,دیدگاه آبان,,"#چدن
#اطلاعیه 97/03/30
* توليدي چدن سازان *
شفاف سازی در خصوص نوسان قیمت سهام 
#بورس  pic.twitter.com/Celr4laJ42",[],[],['https://pbs.twimg.com/media/DgHC6VoU0AAeIM8.jpg'],0,0,0,"['#چدن', '#اطلاعیه', '#بورس']",[],https://twitter.com/abandidgah/status/1009302120942583808,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9991568326950072
7,7,7,7,7,7,7,1009303603926876160,1009303603926876160,1529471705000,2018-06-20,09:45:05,430,986116312920453120,abandidgah,دیدگاه آبان,,"*بازگشایی نماد*
#زاگرس #فرآور #كنور #چدن #چفيبر #ومعادن #كگل #كگلح #واميد #فاسمين #وغدير #كاوه #وسپه #فولاد
با محدویت نوسان قیمت
#بورس",[],[],[],0,0,0,"['#زاگرس', '#فرآور', '#كنور', '#چدن', '#چفيبر', '#ومعادن', '#كگل', '#كگلح', '#واميد', '#فاسمين', '#وغدير', '#كاوه', '#وسپه', '#فولاد', '#بورس']",[],https://twitter.com/abandidgah/status/1009303603926876160,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.45010554790496826
8,8,8,8,8,8,8,1012945928355901441,1012945928355901441,1530340103000,2018-06-30,10:58:23,430,986116312920453120,abandidgah,دیدگاه آبان,,"در بازار امروز صف خرید نماد ارزنده #چدن را در گروه پرحاشیه اما مثبت ساخت محصولات فلزی نظاره گر هستیم.
#بورس",[],[],[],0,0,0,"['#چدن', '#بورس']",[],https://twitter.com/abandidgah/status/1012945928355901441,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.14853855967521667
9,9,9,9,9,9,9,1018024743012691968,1018024743012691968,1531550987000,2018-07-14,11:19:47,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه های اکثرا متعادل برقی، تجهیزاتی و پیمانکاری و در ادامه توقف طولانی مدت نماد #فاذر، نمادهای #چدن، #فاراک، #بمپنا و #ونیرو  صف خرید را تجربه می کنند.
#بورس",[],[],[],0,0,0,"['#فاذر', '#چدن', '#فاراک', '#بمپنا', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1018024743012691968,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9983277916908264
