,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,62801297291755520,62799450812317696,1303807970000,2011-04-26,13:22:50,430,252183311,ahmadalqahtani,المحامي / أحمد سعد القحطاني,,"@ALTahous يقول الامام الشافعي: والله لو علمت أن شرب الماء يلثم مروءتي ما شربته طول حياتي 
#فأما العيش بكرامه او الموت.",['altahous'],[],[],0,0,0,['#فأما'],[],https://twitter.com/AhmadAlqahtani/status/62801297291755520,False,,0,,,,,,,"[{'user_id': '252183311', 'username': 'AhmadAlqahtani'}, {'user_id': '235322509', 'username': 'ALTahous'}]",,,,,0.9939849972724916
1,1,1,1,1,1,1,96265609771368449,96265609771368449,1311786484000,2011-07-27,21:38:04,430,257389234,lulualsharhan,♌️,,"ان الحب الحقيقي يتميز بأننا نرى عيوب الحبيب 
#فأما ان نتقبلها او نحاول تقويمها",[],[],[],0,0,0,['#فأما'],[],https://twitter.com/LuluAlsharhan/status/96265609771368449,False,,0,,,,,,,"[{'user_id': '257389234', 'username': 'LuluAlsharhan'}]",,,,,0.9984678626060486
2,2,2,2,2,2,2,127371370286948352,127371370286948352,1319202675000,2011-10-21,16:41:15,430,233297614,khalefaalwatan,خليفه,,فائدة العقل بتأمل العواقب #فأما من يرى الحال الحاضرة ،ولا ينظر غلى عاقبتها فإنه لم يستفيد من عقله!!,[],[],[],0,0,0,['#فأما'],[],https://twitter.com/KhalefaAlwatan/status/127371370286948352,False,,0,,,,,,,"[{'user_id': '233297614', 'username': 'KhalefaAlwatan'}]",,,,,0.989687979221344
3,3,3,3,3,3,3,143524232423419905,143524232423419905,1323053818000,2011-12-05,06:26:58,430,285804950,dr_mohammad77,د.محمد سعيدان العازمي,,"أصبحنا وأصبح الملك لله...

ما أجمل التفكر بنعم الله علينا..

تذكروا بمن ينهش جسمه البرد القارس بلا مأوى ..

#فأما بنعمة ربك فحدث #",[],[],[],1,0,0,['#فأما'],[],https://twitter.com/Dr_mohammad77/status/143524232423419905,False,,0,,,,,,,"[{'user_id': '285804950', 'username': 'Dr_mohammad77'}]",,,,,0.8736117482185364
4,4,4,4,4,4,4,158117287340150784,158117287340150784,1326533073000,2012-01-14,12:54:33,430,226864023,ph_m7md88,Dr ®,,زعلانه ؟ بترضين ولا أسوقج كف أخليج تصبين حوله #أفضل طريقه لارضاء الطرف الآخر #فإما ان تنجح #أو انك تدق سلفك و تروح تنام بالدوانيه عند صاحبك,[],[],[],0,0,0,"['#أفضل', '#فإما', '#أو']",[],https://twitter.com/PH_M7md88/status/158117287340150784,False,,0,,,,,,,"[{'user_id': '226864023', 'username': 'PH_M7md88'}]",,,,,0.8501373529434204
5,5,5,5,5,5,5,172811883039035392,172811883039035392,1330036538000,2012-02-24,02:05:38,430,411711398,dnoetk,♥,,أبوهآ متوفي وتكلمه بجوآل لعبهه :( </3  *  http://bit.ly/yKNgO4  #فأمآ اليتيم فلآ تقهر ♡̷̷̷̷̷̷̷,[],['http://bit.ly/yKNgO4'],[],0,0,0,['#فأمآ'],[],https://twitter.com/Dnoetk/status/172811883039035392,False,,0,,,,,,,"[{'user_id': '411711398', 'username': 'Dnoetk'}]",,,,,0.982338845729828
6,6,6,6,6,6,6,173530670457569280,173530670457569280,1330207910000,2012-02-26,01:41:50,430,173137871,amoon_q6r,Amani Alyafei ♡,,أبوهآ متوفي وتكلمه بجوآل لعبهه :( </3  *  http://bit.ly/yKNgO4  #فأمآ اليتيم فلآ تقهر ♡̷̷̷̷̷̷̷,[],['http://bit.ly/yKNgO4'],[],0,0,0,['#فأمآ'],[],https://twitter.com/amoon_q6r/status/173530670457569280,False,,0,,,,,,,"[{'user_id': '173137871', 'username': 'amoon_q6r'}]",,,,,0.982338845729828
7,7,7,7,7,7,7,173839712069492739,173839712069492739,1330281591000,2012-02-26,22:09:51,430,269265388,fatema05_,د. فاطمة,,"""@saraALBuainain1: : أبوهآ متوفي وتكلمه بجوآل لعبهه :( </3 *  http://bit.ly/yKNgO4  #فأمآ اليتيم فلآ تقهر ♡̷̷̷̷̷̷̷""",['saraalbuainain1'],['http://bit.ly/yKNgO4'],[],0,0,0,['#فأمآ'],[],https://twitter.com/Fatema05_/status/173839712069492739,False,,0,,,,,,,"[{'user_id': '269265388', 'username': 'Fatema05_'}, {'user_id': '360754186', 'username': 'saraALBuainain1'}]",,,,,0.9889019727706908
8,8,8,8,8,8,8,189643639528497153,189643639528497153,1334049541000,2012-04-10,13:49:01,430,532219942,nono319,نٰٓـــبـــض .. ࿂,,"من خلال استهزاء النواب بالقلاف...
وكونهـ احد ايتام الحكومهـ السابقهـ....

ما آقول الا ....

#فاما اليتيم فلا تقهر"" ...",[],[],[],1,1,0,['#فاما'],[],https://twitter.com/Nono319/status/189643639528497153,False,,0,,,,,,,"[{'user_id': '532219942', 'username': 'Nono319'}]",,,,,0.9981170892715454
9,9,9,9,9,9,9,191146866640027648,191146866640027648,1334407939000,2012-04-14,17:22:19,430,310440566,h_sarkhouh,Hasan Sarkhouh,,".
عن الأمام علي عليه السلام :

من ظلم يتيماً عقّ أولاده
 ( يعني أن أولاده سيعصونه )

#فأما اليتيم فلا تقهر
.",[],[],[],0,0,0,['#فأما'],[],https://twitter.com/H_Sarkhouh/status/191146866640027648,False,,0,,,,,,,"[{'user_id': '310440566', 'username': 'H_Sarkhouh'}]",,,,,0.9991617202758788
